id,edge_id,s_id,e_id,direction,class,attribute,width,length,speed_limit,line_string
57367,294090,288965,20000670988,1,0x03,0x01,11,40,30,"LINESTRING (116.45893 39.83297, 116.45894 39.83318, 116.45895 39.83333)"
57368,-294090,20000670988,288965,1,0x03,0x01,11,40,30,"LINESTRING (116.45895 39.83333, 116.45894 39.83318, 116.45893 39.83297)"
66715,302230,304616,20000671007,3,0x03,0x0a,7,199,50,"LINESTRING (116.45928 39.83301, 116.46023 39.83314, 116.46052 39.83319, 116.46157 39.83333)"
66716,302231,288965,304616,3,0x03,0x0a,11,30,50,"LINESTRING (116.45893 39.83297, 116.45928 39.83301)"
66717,302232,20000671008,288963,3,0x03,0x0a,7,85,50,"LINESTRING (116.45684 39.83333, 116.45586 39.83322)"
67800,302942,302938,20000670997,2,0x01,0x02,15,137,80,"LINESTRING (116.45865 39.83315, 116.45894 39.83318, 116.45916 39.83321, 116.45929 39.83322, 116.46024 39.83333)"
72532,306191,20000671019,304616,3,0x03,0x16,7,36,50,"LINESTRING (116.45929 39.83333, 116.45929 39.83322, 116.45928 39.83301)"
74577,307933,302629,20000545801,2,0x01,0x02,15,64,80,"LINESTRING (116.28867 39.83284, 116.2885 39.83303, 116.28833 39.83324, 116.28827 39.83333)"
75455,308689,20000671015,307119,3,0x01,0x02,15,12,80,"LINESTRING (116.45879 39.83333, 116.45865 39.8333)"
81455,314024,309504,288965,3,0x03,0x0a,11,27,50,"LINESTRING (116.45862 39.83294, 116.45893 39.83297)"
81456,314025,309504,20000671034,3,0x03,0x16,7,43,50,"LINESTRING (116.45862 39.83294, 116.45861 39.83314, 116.45861 39.8333, 116.45861 39.83333)"
102151,330898,307119,306431,3,0x01,0x02,15,203,80,"LINESTRING (116.45865 39.8333, 116.45861 39.8333, 116.4563 39.83305)"
102161,330912,306453,302938,2,0x01,0x02,15,78,80,"LINESTRING (116.45775 39.83304, 116.45861 39.83314, 116.45865 39.83315)"
102594,331323,20000685999,308104,3,0x01,0x03,7,89,50,"LINESTRING (116.42101 39.83333, 116.42074 39.8331, 116.42069 39.83306, 116.4206 39.83301, 116.42053 39.83296, 116.42022 39.83282)"
102595,331324,303155,20047066970,2,0x03,0x0a,11,152,50,"LINESTRING (116.42285 39.83288, 116.42271 39.83291, 116.42253 39.83294, 116.42231 39.83298, 116.42218 39.83301, 116.42207 39.83304, 116.42194 39.83308, 116.42186 39.8331, 116.42172 39.83315, 116.42158 39.83321, 116.42148 39.83324, 116.42137 39.83328, 116.42118 39.83333)"
102596,331325,308109,303155,2,0x03,0x04,11,12,50,"LINESTRING (116.42299 39.83286, 116.42285 39.83288)"
102597,331327,20000685993,303155,2,0x03,0x0a,11,50,60,"LINESTRING (116.42283 39.83333, 116.42285 39.83288)"
102598,331328,20000686011,308112,3,0x01,0x02,11,20,80,"LINESTRING (116.42337 39.83333, 116.42341 39.83315)"
102599,331329,20000685995,308112,3,0x01,0x03,7,24,30,"LINESTRING (116.42326 39.83333, 116.42341 39.83315)"
103159,331674,308166,308104,3,0x01,0x03,7,67,50,"LINESTRING (116.42096 39.83302, 116.42092 39.833, 116.4208 39.83297, 116.42022 39.83282)"
103160,331675,20000685996,308166,3,0x01,0x03,7,69,50,"LINESTRING (116.42166 39.83333, 116.42148 39.83324, 116.42141 39.8332, 116.42131 39.83316, 116.4212 39.8331, 116.4211 39.83307, 116.42102 39.83304, 116.42096 39.83302)"
103726,332034,308960,20000686057,2,0x01,0x02,15,18,80,"LINESTRING (116.4236 39.83317, 116.42357 39.83333)"
104218,332368,303085,309504,3,0x03,0x0a,11,86,50,"LINESTRING (116.45762 39.83283, 116.45862 39.83294)"
104443,332510,20000663493,308109,2,0x03,0x0a,11,148,50,"LINESTRING (116.42457 39.83333, 116.42436 39.83324, 116.42407 39.8331, 116.42399 39.83305, 116.42388 39.833, 116.42377 39.83296, 116.42365 39.83293, 116.42356 39.83291, 116.42347 39.83289, 116.42343 39.83288, 116.42335 39.83287, 116.42322 39.83286, 116.4231 39.83286, 116.42299 39.83286)"
105062,332903,310596,310598,3,0x01,0x05,7,76,50,"LINESTRING (116.45573 39.83298, 116.45485 39.83307)"
105064,332905,310596,303933,3,0x01,0x02,15,63,80,"LINESTRING (116.45573 39.83298, 116.455 39.8329)"
105065,332906,306431,310596,3,0x01,0x02,15,49,80,"LINESTRING (116.4563 39.83305, 116.45573 39.83298)"
105066,332907,310598,299070,3,0x03,0x0a,7,27,50,"LINESTRING (116.45485 39.83307, 116.45454 39.83303)"
105067,332908,288963,310598,3,0x03,0x0a,7,88,50,"LINESTRING (116.45586 39.83322, 116.45485 39.83307)"
106950,334464,299209,306453,2,0x01,0x02,15,172,80,"LINESTRING (116.45576 39.83282, 116.45651 39.8329, 116.45775 39.83304)"
111761,338891,20000546513,322293,2,0x01,0x02,15,41,80,"LINESTRING (116.28802 39.83333, 116.28816 39.83314, 116.28827 39.83301)"
111762,338892,322293,302597,2,0x01,0x02,15,23,80,"LINESTRING (116.28827 39.83301, 116.28833 39.83293, 116.28841 39.83283)"
122531,349434,525883,530223,3,0x03,0x0a,11,8,60,"LINESTRING (116.35804 39.98678, 116.35813 39.98678)"
122861,349797,527556,530277,2,0x03,0x0a,11,96,50,"LINESTRING (116.33819 39.96779, 116.33707 39.96777)"
122862,349799,530278,527557,2,0x03,0x0a,11,53,50,"LINESTRING (116.33565 39.96775, 116.33503 39.96774)"
122867,349807,527609,530283,3,0x03,0x0a,7,29,40,"LINESTRING (116.35371 39.98026, 116.35371 39.98)"
122872,349816,527603,530287,2,0x03,0x0a,11,46,60,"LINESTRING (116.35364 39.977, 116.35359 39.97689, 116.35352 39.97677, 116.35343 39.97662)"
122883,349833,530309,527596,3,0x01,0x0c,11,149,70,"LINESTRING (116.35314 39.97178, 116.35321 39.97044)"
122884,349834,530305,530309,2,0x01,0x05,7,39,40,"LINESTRING (116.35299 39.97211, 116.35314 39.97178)"
122926,349887,531109,534120,3,0x01,0x02,15,109,80,"LINESTRING (116.36225 39.96766, 116.36353 39.96766)"
122927,349889,536177,531109,3,0x01,0x02,11,38,80,"LINESTRING (116.36181 39.96766, 116.36225 39.96766)"
122928,349891,530113,531112,2,0x03,0x0a,11,43,50,"LINESTRING (116.36097 39.96751, 116.36147 39.9675)"
122929,349893,531112,531109,3,0x01,0x05,7,69,50,"LINESTRING (116.36147 39.9675, 116.36225 39.96766)"
123282,350183,531114,529214,3,0x01,0x02,11,37,80,"LINESTRING (116.36226 39.96785, 116.36183 39.96784)"
123283,350185,536124,531114,3,0x01,0x02,11,104,80,"LINESTRING (116.36348 39.96784, 116.36226 39.96785)"
123322,350229,525715,531146,2,0x03,0x0a,15,44,50,"LINESTRING (116.37084 39.96813, 116.37033 39.96812)"
123913,351004,531895,537705,3,0x03,0x0a,15,77,60,"LINESTRING (116.30879 39.95758, 116.30891 39.95689)"
123914,351006,534939,531895,3,0x03,0x0a,11,27,60,"LINESTRING (116.30874 39.95782, 116.30879 39.95758)"
123953,351049,531921,534937,3,0x03,0x0a,11,101,60,"LINESTRING (116.30907 39.95552, 116.30913 39.95461)"
123954,351051,528376,531921,3,0x03,0x0a,11,6,60,"LINESTRING (116.30907 39.95557, 116.30907 39.95552)"
124267,351396,532497,526652,3,0x03,0x0a,11,34,40,"LINESTRING (116.27564 39.92764, 116.27562 39.92795)"
124280,351414,532506,526671,3,0x03,0x0a,11,36,60,"LINESTRING (116.27893 39.92456, 116.27851 39.92455)"
124281,351416,533648,532506,3,0x03,0x0a,11,136,60,"LINESTRING (116.28052 39.92456, 116.27893 39.92456)"
124288,351429,528412,74418852,1,0x03,0x04,7,13,40,"LINESTRING (116.28602 39.92425, 116.28602 39.92437)"
124289,-351429,74418852,528412,1,0x03,0x04,7,13,40,"LINESTRING (116.28602 39.92437, 116.28602 39.92425)"
125178,352177,525700,531940,2,0x03,0x0a,11,93,50,"LINESTRING (116.31039 39.94339, 116.31041 39.94423)"
125179,352178,531940,530062,2,0x03,0x0a,11,138,50,"LINESTRING (116.31041 39.94423, 116.3104 39.94453, 116.31032 39.94547)"
125180,352179,531943,532324,3,0x03,0x0a,11,34,60,"LINESTRING (116.30982 39.93983, 116.30981 39.93952)"
125183,352183,531945,525745,2,0x03,0x0a,11,110,50,"LINESTRING (116.31045 39.93981, 116.31043 39.9408)"
126310,353260,531753,526560,3,0x03,0x0a,11,39,60,"LINESTRING (116.3654 39.9875, 116.36494 39.9875)"
126311,353262,529313,531753,3,0x03,0x0a,11,115,60,"LINESTRING (116.36675 39.98753, 116.3654 39.9875)"
126357,353313,529332,527610,3,0x03,0x0a,7,108,40,"LINESTRING (116.35388 39.98417, 116.35388 39.98425, 116.35386 39.98454, 116.35384 39.9848, 116.35382 39.98514)"
126371,353336,529341,527609,3,0x03,0x0a,7,139,40,"LINESTRING (116.35362 39.98151, 116.35366 39.9811, 116.35371 39.98026)"
126379,353354,529347,528253,2,0x03,0x0a,11,109,60,"LINESTRING (116.37397 39.99676, 116.37354 39.99734, 116.37333 39.99761)"
126703,353658,529348,529347,2,0x03,0x04,11,9,60,"LINESTRING (116.37402 39.99669, 116.37397 39.99676)"
127130,354098,529409,529275,3,0x03,0x04,7,8,40,"LINESTRING (116.35406 39.98141, 116.35406 39.98148)"
127131,354100,535251,529409,3,0x03,0x0a,7,71,40,"LINESTRING (116.3541 39.98077, 116.35406 39.98141)"
127158,354131,534943,529424,2,0x03,0x0a,11,83,50,"LINESTRING (116.32025 39.96643, 116.32053 39.96651, 116.32117 39.96667)"
127159,354133,529424,534930,2,0x03,0x04,11,8,50,"LINESTRING (116.32117 39.96667, 116.32125 39.9667)"
127160,354134,534946,529417,2,0x03,0x0a,15,97,50,"LINESTRING (116.32257 39.96729, 116.32222 39.96727, 116.32182 39.96722, 116.32144 39.96717)"
127161,354136,529417,534932,2,0x03,0x04,15,7,50,"LINESTRING (116.32144 39.96717, 116.32136 39.96716)"
127641,354884,534945,529466,2,0x03,0x0a,11,34,50,"LINESTRING (116.3226 39.96686, 116.323 39.96689)"
128003,355253,530136,530138,2,0x03,0x0a,15,17,50,"LINESTRING (116.32557 39.96744, 116.32537 39.96743)"
128004,355255,530142,530140,3,0x01,0x02,11,25,80,"LINESTRING (116.3268 39.96734, 116.32651 39.96733)"
128005,355256,535361,530142,3,0x01,0x02,11,96,80,"LINESTRING (116.32792 39.96739, 116.3268 39.96734)"
128006,355258,534153,530144,2,0x01,0x02,11,26,80,"LINESTRING (116.3265 39.96717, 116.32681 39.96718)"
128007,355260,530144,529211,2,0x01,0x02,11,98,80,"LINESTRING (116.32681 39.96718, 116.32796 39.96723)"
128010,355264,533057,534947,2,0x03,0x0a,11,42,50,"LINESTRING (116.33289 39.96731, 116.33338 39.96732)"
128011,355265,536931,530149,2,0x03,0x0a,11,83,50,"LINESTRING (116.3306 39.96718, 116.33157 39.96725)"
128012,355266,530149,533057,2,0x03,0x0a,11,113,50,"LINESTRING (116.33157 39.96725, 116.33289 39.96731)"
128484,355788,527648,530029,2,0x03,0x01,11,63,80,"LINESTRING (116.28846 39.96727, 116.28891 39.96682)"
128499,355805,527658,527659,2,0x03,0x01,7,108,40,"LINESTRING (116.28115 39.9728, 116.28122 39.97279, 116.28125 39.97278, 116.28129 39.97278, 116.28132 39.97279, 116.28137 39.9728, 116.28147 39.97284, 116.28163 39.9729, 116.28181 39.97298, 116.28227 39.97319)"
128500,355807,525840,527660,2,0x03,0x0a,11,46,60,"LINESTRING (116.27661 39.97033, 116.27697 39.97064)"
128505,355813,527660,527663,2,0x03,0x0a,11,209,60,"LINESTRING (116.27697 39.97064, 116.27724 39.97087, 116.27761 39.97112, 116.27838 39.97153, 116.27891 39.97177)"
128873,356195,527697,527696,1,0x03,0x04,11,41,50,"LINESTRING (116.30089 39.97507, 116.30105 39.9751, 116.30121 39.97512, 116.30136 39.97515)"
128874,-356195,527696,527697,1,0x03,0x04,11,41,50,"LINESTRING (116.30136 39.97515, 116.30121 39.97512, 116.30105 39.9751, 116.30089 39.97507)"
128875,356196,529148,528355,3,0x03,0x0a,15,35,50,"LINESTRING (116.30159 39.97423, 116.30146 39.97453)"
128908,356432,527617,534327,2,0x03,0x12,7,184,40,"LINESTRING (116.35351 39.95984, 116.35359 39.95818)"
128909,356433,534327,528418,2,0x03,0x12,7,7,40,"LINESTRING (116.35359 39.95818, 116.3536 39.95812)"
128950,356455,528430,534361,3,0x03,0x04,11,10,60,"LINESTRING (116.35465 39.958, 116.35471 39.95792)"
128972,356470,528431,534385,2,0x03,0x04,11,10,60,"LINESTRING (116.35524 39.95804, 116.35523 39.95813)"
128973,356471,534385,527584,2,0x03,0x0a,11,240,60,"LINESTRING (116.35523 39.95813, 116.35523 39.95831, 116.35522 39.95884, 116.35518 39.95964, 116.35516 39.96029)"
128974,356472,527583,534365,2,0x03,0x0a,11,17,60,"LINESTRING (116.35524 39.95775, 116.35525 39.9579)"
128975,356473,534365,528432,2,0x03,0x04,11,7,60,"LINESTRING (116.35525 39.9579, 116.35524 39.95796)"
128977,356475,534388,534385,2,0x03,0x0a,7,161,40,"LINESTRING (116.35712 39.95808, 116.35677 39.95809, 116.35523 39.95813)"
128978,356476,534390,534388,3,0x03,0x0a,7,10,40,"LINESTRING (116.3572 39.95801, 116.35712 39.95808)"
129013,356498,534435,529893,3,0x03,0x02,11,7,60,"LINESTRING (116.32599 39.92352, 116.32591 39.92352)"
129014,356499,529894,534437,3,0x03,0x02,11,8,60,"LINESTRING (116.32573 39.92353, 116.32564 39.92353)"
129170,356822,535187,534226,2,0x03,0x04,11,8,50,"LINESTRING (116.35563 39.93254, 116.35563 39.93247)"
129171,356823,534449,534137,3,0x03,0x0a,11,290,50,"LINESTRING (116.35565 39.93222, 116.35571 39.9312, 116.35577 39.92961)"
129172,356824,534227,534449,3,0x03,0x04,11,12,50,"LINESTRING (116.35564 39.93233, 116.35565 39.93222)"
129185,356832,534228,535198,3,0x03,0x04,15,8,50,"LINESTRING (116.3561 39.93245, 116.35609 39.93252)"
129186,356833,535199,534229,3,0x03,0x04,11,11,50,"LINESTRING (116.35611 39.93222, 116.35611 39.93232)"
129211,356851,529952,526645,3,0x03,0x01,11,5,40,"LINESTRING (116.3009 39.98425, 116.30096 39.98426)"
129214,356853,535244,535242,3,0x03,0x0a,11,36,60,"LINESTRING (116.33488 39.98638, 116.33446 39.98633)"
129218,356856,535248,529236,2,0x01,0x0c,15,56,70,"LINESTRING (116.35483 39.96404, 116.35479 39.96454)"
129219,356857,535249,529235,3,0x03,0x0a,7,64,40,"LINESTRING (116.35497 39.96434, 116.35495 39.96492)"
129220,356858,535248,535249,2,0x01,0x05,7,35,40,"LINESTRING (116.35483 39.96404, 116.35497 39.96434)"
129221,356859,535250,535251,2,0x01,0x05,7,29,40,"LINESTRING (116.35397 39.98053, 116.3541 39.98077)"
129227,356863,535254,525711,2,0x01,0x02,15,34,80,"LINESTRING (116.31021 39.92664, 116.31022 39.92695)"
129228,356864,535255,535254,3,0x01,0x05,11,34,50,"LINESTRING (116.3104 39.92637, 116.31021 39.92664)"
129229,356865,535255,535256,2,0x03,0x0a,11,101,50,"LINESTRING (116.3104 39.92637, 116.31041 39.92728)"
129230,356866,535256,525710,2,0x03,0x0a,11,31,50,"LINESTRING (116.31041 39.92728, 116.31042 39.92756)"
129231,356867,528408,534247,2,0x03,0x0a,11,87,60,"LINESTRING (116.31273 39.94148, 116.31223 39.94167, 116.31196 39.94177, 116.31194 39.94178, 116.31182 39.94183)"
129233,356869,534220,528255,3,0x03,0x0a,11,9,60,"LINESTRING (116.30952 39.94847, 116.30952 39.94839)"
129269,356893,535284,12045167,1,0x03,0x04,7,16,60,"LINESTRING (116.31013 39.93231, 116.31013 39.93237, 116.31014 39.93245)"
129270,-356893,12045167,535284,1,0x03,0x04,7,16,60,"LINESTRING (116.31014 39.93245, 116.31013 39.93237, 116.31013 39.93231)"
129271,356894,535284,526689,3,0x03,0x02,11,22,60,"LINESTRING (116.31013 39.93231, 116.31021 39.93231, 116.31039 39.93231)"
129272,356895,534225,535284,3,0x03,0x02,11,19,60,"LINESTRING (116.30991 39.93231, 116.31006 39.93231, 116.31013 39.93231)"
129276,356899,534946,535286,2,0x03,0x15,7,109,50,"LINESTRING (116.32257 39.96729, 116.32251 39.96723, 116.32243 39.9672, 116.32219 39.96715, 116.32205 39.96711, 116.32174 39.96704, 116.32161 39.96698, 116.32149 39.9669, 116.32146 39.96686)"
129585,357202,535286,534930,2,0x03,0x04,7,25,50,"LINESTRING (116.32146 39.96686, 116.32136 39.96678, 116.32125 39.9667)"
129586,357203,534931,535286,2,0x03,0x02,15,13,60,"LINESTRING (116.3215 39.96675, 116.32146 39.96686)"
129587,357204,534933,535287,2,0x03,0x02,15,23,60,"LINESTRING (116.3211 39.96711, 116.32115 39.96697, 116.32117 39.96691)"
129588,357205,535287,534930,2,0x03,0x02,15,24,60,"LINESTRING (116.32117 39.96691, 116.32119 39.96684, 116.32125 39.9667)"
129589,357206,534943,535287,2,0x03,0x15,7,96,50,"LINESTRING (116.32025 39.96643, 116.32034 39.96654, 116.32057 39.96667, 116.32108 39.96687, 116.32117 39.96691)"
129590,357207,535287,534932,2,0x03,0x04,7,32,50,"LINESTRING (116.32117 39.96691, 116.32122 39.96698, 116.32125 39.96702, 116.32136 39.96716)"
129591,357208,535288,529280,3,0x03,0x02,11,26,60,"LINESTRING (116.3343 39.96751, 116.33429 39.96759, 116.33429 39.96774)"
129592,357209,531576,535288,3,0x03,0x02,11,19,60,"LINESTRING (116.33431 39.96734, 116.3343 39.96748, 116.3343 39.96751)"
129593,357210,527557,535288,2,0x03,0x15,11,68,50,"LINESTRING (116.33503 39.96774, 116.33495 39.96771, 116.33447 39.96759, 116.33441 39.96757, 116.33436 39.96755, 116.3343 39.96751)"
129594,357211,535288,534948,2,0x03,0x04,11,27,50,"LINESTRING (116.3343 39.96751, 116.33425 39.96748, 116.33409 39.96733)"
129595,357212,534947,535289,2,0x03,0x15,11,65,50,"LINESTRING (116.33338 39.96732, 116.3335 39.96741, 116.33363 39.96744, 116.33377 39.96747, 116.33407 39.96753)"
129596,357213,535289,529280,2,0x03,0x04,11,32,50,"LINESTRING (116.33407 39.96753, 116.33415 39.96756, 116.33421 39.96759, 116.33425 39.96765, 116.33429 39.96774)"
129597,357216,535290,528359,3,0x03,0x04,7,19,50,"LINESTRING (116.30122 39.97448, 116.30116 39.97449, 116.3011 39.97451, 116.301 39.97452)"
129598,357217,528361,535290,2,0x03,0x02,11,18,60,"LINESTRING (116.30102 39.97444, 116.30116 39.97447, 116.30122 39.97448)"
129599,357218,535290,528355,2,0x03,0x02,11,21,60,"LINESTRING (116.30122 39.97448, 116.30133 39.9745, 116.30146 39.97453)"
129600,357219,558352,535291,2,0x03,0x01,11,66,50,"LINESTRING (116.308 39.96292, 116.30803 39.96278, 116.30808 39.96246, 116.30812 39.96233)"
129601,357220,535291,525738,2,0x03,0x04,11,30,50,"LINESTRING (116.30812 39.96233, 116.3082 39.96225, 116.30823 39.96224, 116.30826 39.96222, 116.30832 39.9622, 116.3084 39.96219)"
129602,357221,535291,525737,3,0x03,0x02,11,24,70,"LINESTRING (116.30812 39.96233, 116.30806 39.96229, 116.30789 39.9622)"
129603,357222,525739,535291,3,0x03,0x02,11,24,70,"LINESTRING (116.30835 39.96245, 116.3082 39.96237, 116.30812 39.96233)"
129604,357223,531679,535292,2,0x03,0x15,11,63,50,"LINESTRING (116.30852 39.96163, 116.30848 39.96168, 116.30842 39.96178, 116.30835 39.96192, 116.30829 39.962, 116.30816 39.96212)"
129605,357224,535292,525737,2,0x03,0x04,11,25,50,"LINESTRING (116.30816 39.96212, 116.30808 39.96214, 116.30789 39.9622)"
129606,357225,535293,527574,2,0x03,0x0a,11,190,60,"LINESTRING (116.35632 39.94999, 116.35615 39.95052, 116.3559 39.95129, 116.35578 39.95165)"
129629,357244,535302,531751,3,0x03,0x0a,11,13,60,"LINESTRING (116.3696 39.98714, 116.36975 39.98714)"
129630,357245,534924,535302,3,0x03,0x0a,11,6,60,"LINESTRING (116.36953 39.98714, 116.3696 39.98714)"
129635,357249,535305,528419,3,0x03,0x04,11,7,60,"LINESTRING (116.35454 39.95815, 116.35458 39.95809)"
129636,357250,527617,535305,3,0x03,0x0a,11,207,60,"LINESTRING (116.35351 39.95984, 116.35356 39.9597, 116.35361 39.95962, 116.35374 39.95938, 116.35398 39.959, 116.35416 39.9587, 116.35444 39.95829, 116.35454 39.95815)"
129662,357276,527459,535317,3,0x03,0x02,11,13,60,"LINESTRING (116.32584 39.9234, 116.32599 39.9234)"
129664,357278,535318,527459,3,0x03,0x02,11,16,60,"LINESTRING (116.32565 39.92341, 116.32579 39.92341, 116.32584 39.9234)"
129671,357286,534140,535330,3,0x01,0x02,11,78,80,"LINESTRING (116.35901 39.94469, 116.35814 39.94447)"
129672,357287,535331,535332,2,0x01,0x02,11,97,80,"LINESTRING (116.30853 39.95923, 116.30873 39.95837)"
129673,357288,535334,535333,3,0x01,0x02,11,104,80,"LINESTRING (116.3089 39.95841, 116.30877 39.95898, 116.30869 39.95933)"
129674,357289,534109,534162,3,0x01,0x02,15,405,80,"LINESTRING (116.35539 39.94165, 116.35539 39.94153, 116.3554 39.94123, 116.35541 39.94099, 116.35542 39.94077, 116.35542 39.94068, 116.35542 39.94058, 116.35542 39.94055, 116.35543 39.94049, 116.35543 39.94044, 116.35543 39.94038, 116.35544 39.9403, 116.35547 39.9393, 116.35553 39.938)"
129679,357295,525711,535345,2,0x01,0x02,11,30,80,"LINESTRING (116.31022 39.92695, 116.31021 39.92722)"
129680,357296,535346,534142,2,0x01,0x02,11,41,80,"LINESTRING (116.31007 39.92925, 116.31007 39.92888)"
129681,357297,535347,534125,3,0x01,0x02,15,77,80,"LINESTRING (116.31467 39.96471, 116.31386 39.9644)"
129682,357298,534149,535347,3,0x01,0x02,15,43,80,"LINESTRING (116.31512 39.96488, 116.31467 39.96471)"
129683,357299,525720,535349,2,0x01,0x02,15,132,80,"LINESTRING (116.35603 39.9276, 116.35605 39.92685, 116.35607 39.92641)"
130115,357602,535351,535352,2,0x01,0x02,15,83,80,"LINESTRING (116.35814 39.94427, 116.35904 39.94455)"
130116,357603,535353,534111,2,0x01,0x02,11,39,80,"LINESTRING (116.31023 39.92887, 116.31024 39.92922)"
130117,357604,534115,535354,3,0x01,0x02,11,44,80,"LINESTRING (116.31473 39.96456, 116.31519 39.96474)"
130120,357609,529211,535360,3,0x01,0x02,11,75,80,"LINESTRING (116.32796 39.96723, 116.32884 39.96726)"
130121,357610,534127,535361,3,0x01,0x02,11,76,80,"LINESTRING (116.32881 39.96744, 116.32792 39.96739)"
130122,357611,534130,535363,2,0x01,0x02,15,131,80,"LINESTRING (116.35624 39.92642, 116.3562 39.92732, 116.35619 39.9276)"
130123,357612,535367,527542,3,0x01,0x02,15,164,70,"LINESTRING (116.35177 39.94021, 116.34988 39.93993)"
130124,357613,527543,535344,3,0x01,0x02,15,161,60,"LINESTRING (116.34986 39.93982, 116.35004 39.93985, 116.35035 39.93989, 116.35068 39.93994, 116.35113 39.94, 116.35158 39.94006, 116.35172 39.94008)"
130125,357614,534121,536065,3,0x01,0x02,15,124,80,"LINESTRING (116.35645 39.92155, 116.35641 39.92267)"
130127,357616,536069,536068,3,0x01,0x02,15,98,80,"LINESTRING (116.27503 39.96905, 116.27497 39.96893, 116.2749 39.96881, 116.27477 39.96852, 116.27465 39.96822)"
130128,357617,536071,536070,3,0x01,0x02,15,395,80,"LINESTRING (116.27522 39.96897, 116.27528 39.96908, 116.27534 39.96918, 116.2754 39.96927, 116.27574 39.96972, 116.27578 39.96977, 116.2758 39.9698, 116.27598 39.97, 116.27602 39.97004, 116.27629 39.9703, 116.2764 39.97041, 116.2769 39.97084, 116.27744 39.9712, 116.27773 39.97136, 116.27822 39.9716)"
130129,357618,536068,536072,3,0x01,0x02,15,167,80,"LINESTRING (116.27465 39.96822, 116.27461 39.96802, 116.27454 39.96769, 116.2745 39.96742, 116.27449 39.96726, 116.27448 39.9672, 116.27448 39.96692, 116.27448 39.96672)"
130130,357619,536074,536073,3,0x01,0x02,11,139,60,"LINESTRING (116.30058 39.98189, 116.30049 39.98269, 116.30045 39.98314)"
130131,357620,536077,536078,3,0x01,0x02,11,328,60,"LINESTRING (116.30028 39.98445, 116.30022 39.98486, 116.30019 39.98504, 116.30018 39.98516, 116.30014 39.98539, 116.3001 39.98563, 116.3001 39.98565, 116.29999 39.98639, 116.29992 39.98685, 116.29983 39.98739)"
130132,357621,536075,536079,3,0x01,0x02,15,175,80,"LINESTRING (116.30125 39.98491, 116.30249 39.98494, 116.3033 39.98497)"
130133,357624,526593,536083,3,0x01,0x02,15,110,80,"LINESTRING (116.29511 39.98381, 116.29461 39.98357, 116.29452 39.98353, 116.2943 39.98339, 116.29406 39.98324)"
130134,357625,525878,536085,3,0x01,0x02,15,111,80,"LINESTRING (116.29422 39.98309, 116.29458 39.9833, 116.29484 39.98344, 116.2951 39.98357, 116.29529 39.98365)"
130135,357626,536086,527548,3,0x01,0x02,15,39,80,"LINESTRING (116.30947 39.98518, 116.30993 39.98519)"
130137,357628,536092,526654,3,0x01,0x02,15,60,80,"LINESTRING (116.27509 39.9216, 116.27508 39.92106)"
130138,357629,536093,536092,3,0x01,0x02,15,36,80,"LINESTRING (116.2751 39.92192, 116.27509 39.9216)"
130139,357630,536095,536094,3,0x01,0x02,15,47,80,"LINESTRING (116.27514 39.9261, 116.27514 39.92568)"
130140,357632,526657,536097,3,0x01,0x02,15,28,80,"LINESTRING (116.27535 39.92163, 116.27536 39.92188)"
130141,357633,536098,526657,3,0x01,0x02,15,61,80,"LINESTRING (116.27533 39.92108, 116.27535 39.92163)"
130142,357634,536099,526675,3,0x01,0x02,15,41,80,"LINESTRING (116.27538 39.92753, 116.27537 39.9279)"
130143,357635,536096,536099,3,0x01,0x02,15,159,80,"LINESTRING (116.27538 39.9261, 116.27538 39.92682, 116.27538 39.92694, 116.27538 39.92753)"
130144,357636,536101,536100,3,0x01,0x02,15,40,80,"LINESTRING (116.27513 39.92789, 116.27515 39.92753)"
130145,357637,526679,536101,3,0x01,0x02,15,293,80,"LINESTRING (116.27494 39.93052, 116.27508 39.9285, 116.27509 39.92836, 116.2751 39.92828, 116.27512 39.92796, 116.27513 39.92789)"
130153,357646,527512,536113,3,0x01,0x02,11,70,70,"LINESTRING (116.31973 39.93918, 116.32055 39.93911)"
130154,357647,527527,536114,3,0x01,0x02,11,69,70,"LINESTRING (116.3308 39.93849, 116.33047 39.93852, 116.33 39.93856)"
130155,357648,536115,530046,3,0x01,0x02,11,73,70,"LINESTRING (116.33077 39.93837, 116.33113 39.93834, 116.33162 39.9383)"
130156,357650,527530,536116,3,0x01,0x02,15,59,70,"LINESTRING (116.33725 39.93829, 116.33705 39.93828, 116.33656 39.93826)"
130157,357651,536117,531600,3,0x01,0x02,15,285,70,"LINESTRING (116.33726 39.93815, 116.33848 39.9382, 116.33939 39.93826, 116.34021 39.93829, 116.34059 39.93831)"
130158,357652,527528,536117,3,0x01,0x02,15,59,70,"LINESTRING (116.33657 39.93812, 116.33692 39.93813, 116.33726 39.93815)"
130162,357657,527576,536121,3,0x01,0x02,11,41,70,"LINESTRING (116.35511 39.9546, 116.35512 39.95423)"
130163,357658,527578,536122,2,0x01,0x02,11,41,70,"LINESTRING (116.35526 39.95423, 116.35526 39.95446, 116.35525 39.9546)"
130164,357659,536122,527581,2,0x01,0x02,11,124,70,"LINESTRING (116.35525 39.9546, 116.35523 39.95522, 116.3552 39.95572)"
130165,357660,536123,528291,3,0x01,0x02,11,46,80,"LINESTRING (116.30984 39.94917, 116.30981 39.94958)"
