id,edge_id,s_id,e_id,direction,class,attribute,width,length,speed_limit,line_string
139065,366211,527549,525868,3,0x03,0x0a,11,46,60,"LINESTRING (116.36811 39.9871, 116.36865 39.98711)"
139066,366212,527551,527548,2,0x01,0x05,7,31,60,"LINESTRING (116.30962 39.98505, 116.30993 39.98519)"
139067,366213,527552,527553,3,0x03,0x0a,15,6,50,"LINESTRING (116.35621 39.91844, 116.35622 39.91839)"
139068,366214,527554,527555,1,0x03,0x04,11,42,30,"LINESTRING (116.33922 39.9674, 116.33921 39.96754, 116.33921 39.96764, 116.33921 39.96778)"
139069,-366214,527555,527554,1,0x03,0x04,11,42,30,"LINESTRING (116.33921 39.96778, 116.33921 39.96764, 116.33921 39.96754, 116.33922 39.9674)"
139070,366215,534951,527554,2,0x03,0x0a,11,42,50,"LINESTRING (116.33873 39.96739, 116.33922 39.9674)"
139071,366216,534950,527556,1,0x03,0x04,7,49,30,"LINESTRING (116.33819 39.96739, 116.33825 39.96747, 116.33828 39.96753, 116.33829 39.96763, 116.33826 39.96772, 116.33819 39.96779)"
139072,-366216,527556,534950,1,0x03,0x04,7,49,30,"LINESTRING (116.33819 39.96779, 116.33826 39.96772, 116.33829 39.96763, 116.33828 39.96753, 116.33825 39.96747, 116.33819 39.96739)"
139073,366217,527557,527558,1,0x03,0x04,7,45,50,"LINESTRING (116.33503 39.96774, 116.33498 39.96767, 116.33495 39.9676, 116.33496 39.96749, 116.33499 39.96743, 116.33504 39.96736)"
139074,-366217,527558,527557,1,0x03,0x04,7,45,50,"LINESTRING (116.33504 39.96736, 116.33499 39.96743, 116.33496 39.96749, 116.33495 39.9676, 116.33498 39.96767, 116.33503 39.96774)"
139075,366218,534261,527559,2,0x03,0x0a,11,4,60,"LINESTRING (116.35653 39.94512, 116.35653 39.94516)"
139076,366219,527560,534261,2,0x01,0x05,7,27,60,"LINESTRING (116.35634 39.94493, 116.35653 39.94512)"
139077,366220,527561,527560,2,0x01,0x02,11,21,70,"LINESTRING (116.35633 39.94474, 116.35634 39.94493)"
139078,366221,527559,527562,2,0x03,0x0a,11,8,60,"LINESTRING (116.35653 39.94516, 116.35653 39.94523)"
139079,366222,527560,527563,2,0x01,0x02,11,60,70,"LINESTRING (116.35634 39.94493, 116.35633 39.94547)"
139080,366223,527562,527563,3,0x01,0x05,7,32,60,"LINESTRING (116.35653 39.94523, 116.35633 39.94547)"
139081,366224,527564,527565,2,0x01,0x05,7,87,60,"LINESTRING (116.35617 39.94625, 116.35614 39.94622, 116.35614 39.94559, 116.35611 39.94548)"
139082,366226,527568,527567,3,0x01,0x05,7,37,60,"LINESTRING (116.35633 39.94935, 116.3564 39.94968)"
139083,366227,527569,527570,2,0x01,0x05,7,35,60,"LINESTRING (116.35601 39.94959, 116.35619 39.94931)"
139084,366228,527571,527572,2,0x03,0x04,7,40,60,"LINESTRING (116.3552 39.95216, 116.35527 39.95214, 116.35532 39.95213, 116.35536 39.95213, 116.3554 39.95213, 116.35545 39.95214, 116.35551 39.95215, 116.35555 39.95217, 116.35563 39.95222)"
139085,366229,527574,527573,3,0x03,0x04,7,38,60,"LINESTRING (116.35578 39.95165, 116.35571 39.95167, 116.35565 39.95168, 116.35559 39.95168, 116.35554 39.95167, 116.3555 39.95166, 116.35545 39.95164, 116.35538 39.95158)"
139086,366230,527576,527577,2,0x01,0x05,7,74,60,"LINESTRING (116.35511 39.9546, 116.35497 39.95394)"
139087,366231,552625,527578,3,0x01,0x05,7,55,60,"LINESTRING (116.35543 39.95375, 116.35526 39.95423)"
139088,366233,527581,527580,3,0x01,0x05,7,44,60,"LINESTRING (116.3552 39.95572, 116.35531 39.95611)"
139089,366234,527582,527579,2,0x01,0x05,7,34,60,"LINESTRING (116.3549 39.95603, 116.35506 39.95575)"
139090,366235,527587,527586,2,0x01,0x05,11,52,60,"LINESTRING (116.35352 39.96097, 116.35339 39.96051)"
139091,366236,527584,527588,3,0x01,0x05,7,87,60,"LINESTRING (116.35516 39.96029, 116.35497 39.96106)"
139092,366237,525763,527590,2,0x01,0x05,7,23,70,"LINESTRING (116.3548 39.96707, 116.35464 39.96724)"
139093,366238,527591,525762,2,0x01,0x05,7,19,40,"LINESTRING (116.3546 39.96833, 116.35473 39.96847)"
139094,366239,525761,527592,2,0x01,0x05,7,40,70,"LINESTRING (116.35474 39.96879, 116.35466 39.96892, 116.35456 39.96912)"
139095,366241,527595,527596,2,0x01,0x05,7,22,40,"LINESTRING (116.35305 39.9706, 116.35321 39.97044)"
139096,366243,527598,535818,2,0x03,0x0a,7,105,40,"LINESTRING (116.3529 39.9742, 116.35294 39.97325)"
139097,366244,527598,527599,2,0x01,0x05,7,55,60,"LINESTRING (116.3529 39.9742, 116.35306 39.97372)"
139098,366245,527600,535143,3,0x03,0x0a,15,10,60,"LINESTRING (116.35444 39.97483, 116.35443 39.97492)"
139099,366246,527601,527600,3,0x01,0x05,11,63,60,"LINESTRING (116.3543 39.97427, 116.35444 39.97483)"
139104,366251,531690,531687,3,0x03,0x01,11,7,80,"LINESTRING (116.2898 39.96683, 116.28976 39.96688)"
139148,366278,531725,531724,3,0x03,0x0a,11,111,60,"LINESTRING (116.34938 39.9865, 116.35068 39.98654)"
139149,366279,525896,531725,3,0x03,0x0a,11,32,60,"LINESTRING (116.34901 39.98649, 116.34938 39.9865)"
139166,366291,531724,531745,2,0x03,0x01,11,54,60,"LINESTRING (116.35068 39.98654, 116.35082 39.98647, 116.35091 39.98644, 116.35102 39.98642, 116.35127 39.98643)"
139167,366292,531746,527613,3,0x03,0x0a,7,47,40,"LINESTRING (116.35334 39.98493, 116.35339 39.98451)"
139168,366293,525865,531746,3,0x03,0x0a,7,156,40,"LINESTRING (116.35324 39.98633, 116.35329 39.98566, 116.35331 39.98518, 116.35334 39.98493)"
139172,366296,531751,525870,3,0x03,0x0a,11,33,60,"LINESTRING (116.36975 39.98714, 116.37014 39.98716)"
139188,366306,20000779354,537684,2,0x03,0x0a,11,26,60,"LINESTRING (116.375 39.98786, 116.37471 39.9878)"
139227,366332,532240,532241,2,0x03,0x0a,11,94,50,"LINESTRING (116.32916 39.96757, 116.32873 39.96755, 116.32806 39.96754)"
139228,366333,532241,534128,2,0x03,0x0a,11,58,50,"LINESTRING (116.32806 39.96754, 116.32738 39.96751)"
139429,366485,527604,527606,3,0x03,0x0a,11,163,60,"LINESTRING (116.35427 39.97705, 116.3542 39.97852)"
139430,366486,527606,527607,3,0x01,0x05,7,109,60,"LINESTRING (116.3542 39.97852, 116.35416 39.97859, 116.35407 39.97938, 116.35402 39.97949)"
139431,366487,527608,527605,3,0x01,0x02,15,78,70,"LINESTRING (116.35382 39.98001, 116.35384 39.97961, 116.35386 39.97931)"
139432,366488,527609,527608,2,0x01,0x05,7,29,40,"LINESTRING (116.35371 39.98026, 116.35382 39.98001)"
139433,366489,527610,525866,3,0x03,0x0a,11,133,60,"LINESTRING (116.35382 39.98514, 116.3538 39.98622, 116.35381 39.98634)"
139434,366490,527612,527610,2,0x03,0x0a,11,57,60,"LINESTRING (116.35371 39.98463, 116.35382 39.98514)"
139435,366491,527611,527613,2,0x03,0x0a,7,77,40,"LINESTRING (116.35348 39.9852, 116.35342 39.98481, 116.35339 39.98451)"
139443,366499,525873,574443,2,0x03,0x0a,11,144,70,"LINESTRING (116.27507 39.96519, 116.27501 39.96551, 116.27496 39.96597, 116.27496 39.96627, 116.27497 39.96631, 116.27501 39.96638, 116.27506 39.96642, 116.2751 39.96644)"
139445,366502,527571,552631,3,0x03,0x0a,15,37,60,"LINESTRING (116.3552 39.95216, 116.3553 39.95184)"
139446,366503,527574,527624,2,0x03,0x0a,11,36,60,"LINESTRING (116.35578 39.95165, 116.35569 39.95197)"
139447,366504,527624,527572,2,0x03,0x0a,11,28,60,"LINESTRING (116.35569 39.95197, 116.35563 39.95222)"
139455,366511,526571,527630,2,0x03,0x0a,11,55,60,"LINESTRING (116.3052 39.98538, 116.30456 39.98537)"
139463,366518,528253,528254,2,0x00,0x05,7,54,60,"LINESTRING (116.37333 39.99761, 116.37285 39.99793)"
139464,366519,528256,528255,2,0x01,0x05,7,83,60,"LINESTRING (116.30967 39.94912, 116.30962 39.94901, 116.3096 39.94893, 116.3096 39.94859, 116.30957 39.94847, 116.30952 39.94839)"
139465,366520,528259,525848,2,0x03,0x0a,11,120,60,"LINESTRING (116.29173 39.98092, 116.292 39.98119, 116.29229 39.98144, 116.29265 39.98174)"
139466,366521,528260,534146,3,0x03,0x0a,11,172,50,"LINESTRING (116.31038 39.93339, 116.31042 39.93494)"
139467,366522,525703,528260,3,0x03,0x0a,11,34,50,"LINESTRING (116.31037 39.93308, 116.31038 39.93339)"
139471,366525,528263,534267,2,0x03,0x0a,11,115,50,"LINESTRING (116.37336 39.94889, 116.37319 39.94888, 116.37202 39.9488)"
139483,366534,528280,537681,3,0x03,0x0a,11,51,60,"LINESTRING (116.30825 39.95982, 116.30836 39.95937)"
139484,366535,528279,528280,3,0x03,0x04,11,52,50,"LINESTRING (116.30884 39.9599, 116.30877 39.9599, 116.30862 39.9599, 116.30854 39.95989, 116.3084 39.95986, 116.30833 39.95984, 116.30825 39.95982)"
139485,366536,528281,537683,2,0x01,0x05,7,17,40,"LINESTRING (116.35356 39.96667, 116.35343 39.96655)"
139486,366537,528282,525722,3,0x01,0x02,15,102,80,"LINESTRING (116.3558 39.93674, 116.35577 39.93766)"
139487,366538,528283,536015,3,0x03,0x0a,11,144,50,"LINESTRING (116.35594 39.93648, 116.35587 39.93778)"
139488,366539,528283,528282,3,0x01,0x05,7,31,50,"LINESTRING (116.35594 39.93648, 116.3558 39.93674)"
139492,366542,534931,528287,2,0x03,0x0a,11,18,50,"LINESTRING (116.3215 39.96675, 116.32171 39.96678)"
139493,366543,528287,534945,2,0x03,0x0a,11,76,50,"LINESTRING (116.32171 39.96678, 116.3226 39.96686)"
139494,366544,534933,528288,2,0x03,0x0a,15,18,50,"LINESTRING (116.3211 39.96711, 116.32099 39.96709, 116.3209 39.96707)"
139495,366545,527424,528289,2,0x03,0x0a,11,15,60,"LINESTRING (116.27547 39.94675, 116.27549 39.94688)"
139496,366546,528289,525872,2,0x03,0x0a,11,39,60,"LINESTRING (116.27549 39.94688, 116.27554 39.94723)"
139497,366547,528290,528291,3,0x01,0x05,7,77,50,"LINESTRING (116.31007 39.94892, 116.30981 39.94958)"
139500,366550,525690,528294,3,0x03,0x02,15,55,60,"LINESTRING (116.30154 39.92408, 116.30089 39.92408)"
139511,366561,528307,526763,2,0x01,0x05,7,85,50,"LINESTRING (116.31009 39.94615, 116.31018 39.94691)"
139514,366564,528311,528308,3,0x01,0x05,7,31,60,"LINESTRING (116.29954 39.98927, 116.29961 39.98954)"
139515,366565,528314,528307,3,0x01,0x02,11,8,80,"LINESTRING (116.3101 39.94608, 116.31009 39.94615)"
139516,366566,528316,528315,3,0x01,0x05,7,33,50,"LINESTRING (116.36565 39.94673, 116.36538 39.94652)"
139517,366567,528315,528319,3,0x01,0x02,15,142,80,"LINESTRING (116.36538 39.94652, 116.3651 39.94643, 116.36461 39.94627, 116.36384 39.94604)"
139518,366568,528319,528318,3,0x01,0x05,7,37,50,"LINESTRING (116.36384 39.94604, 116.36341 39.94603)"
139519,366569,534138,528320,2,0x01,0x02,15,97,80,"LINESTRING (116.36068 39.94502, 116.36176 39.9453)"
139520,366570,528320,528321,2,0x01,0x05,7,45,50,"LINESTRING (116.36176 39.9453, 116.36228 39.94533)"
139522,366573,528328,528327,3,0x01,0x05,7,21,60,"LINESTRING (116.29653 39.99269, 116.29677 39.99264)"
139523,366574,528330,528329,3,0x01,0x05,7,57,60,"LINESTRING (116.29877 39.9913, 116.29869 39.99133, 116.29865 39.99136, 116.2984 39.99158, 116.29836 39.9916, 116.29827 39.99163)"
139524,366575,528327,528331,2,0x01,0x02,11,132,60,"LINESTRING (116.29677 39.99264, 116.29763 39.99193, 116.29783 39.99177)"
139525,366576,528331,528332,2,0x01,0x05,7,62,60,"LINESTRING (116.29783 39.99177, 116.2982 39.99129)"
139526,366577,528334,528333,3,0x01,0x05,7,22,60,"LINESTRING (116.296 39.9936, 116.29597 39.9938)"
139529,366579,528339,528341,3,0x01,0x05,7,36,50,"LINESTRING (116.30088 39.98024, 116.3007 39.98053)"
139530,366580,528343,528342,2,0x01,0x05,7,53,40,"LINESTRING (116.30049 39.9809, 116.3004 39.98043)"
139531,366581,528344,528340,3,0x03,0x0a,11,98,50,"LINESTRING (116.30109 39.97812, 116.30103 39.97885, 116.30101 39.979)"
139533,366583,532253,532252,3,0x03,0x0a,11,48,50,"LINESTRING (116.34086 39.9674, 116.34142 39.9674)"
139536,366585,532256,525681,2,0x03,0x0a,11,9,50,"LINESTRING (116.3475 39.96786, 116.34739 39.96785)"
139563,366604,535850,526769,2,0x03,0x0a,11,56,50,"LINESTRING (116.3588 39.96793, 116.35859 39.96793, 116.35846 39.96792, 116.35828 39.96792, 116.35814 39.96791)"
139564,366605,532279,532280,2,0x03,0x0a,11,186,50,"LINESTRING (116.36694 39.96758, 116.36912 39.96759)"
139565,366606,532280,534952,2,0x03,0x0a,11,41,50,"LINESTRING (116.36912 39.96759, 116.3696 39.96759)"
139587,366622,532299,532302,2,0x03,0x0b,7,200,40,"LINESTRING (116.29653 39.94719, 116.29653 39.94738, 116.29653 39.94754, 116.29653 39.94775, 116.29649 39.94794, 116.29629 39.94853, 116.2961 39.94895)"
139588,366623,532301,532302,2,0x03,0x01,7,122,40,"LINESTRING (116.29591 39.94786, 116.29601 39.94822, 116.29605 39.94834, 116.29608 39.94853, 116.2961 39.94895)"
139590,366625,532306,532307,2,0x03,0x0a,11,51,50,"LINESTRING (116.31047 39.93886, 116.31046 39.93932)"
139597,366629,532310,527547,3,0x03,0x0a,11,119,60,"LINESTRING (116.31474 39.94018, 116.31491 39.94013, 116.31603 39.93977)"
139611,366647,532324,532325,2,0x01,0x05,7,37,80,"LINESTRING (116.30981 39.93952, 116.31001 39.93922)"
139644,366667,526676,532350,2,0x03,0x0a,11,83,60,"LINESTRING (116.27532 39.93142, 116.27524 39.93217)"
139645,366668,532350,532351,2,0x03,0x04,11,10,60,"LINESTRING (116.27524 39.93217, 116.27523 39.93222, 116.27523 39.93226)"
139927,366829,528345,528344,2,0x01,0x05,7,64,50,"LINESTRING (116.301 39.97755, 116.30109 39.97812)"
139928,366830,528346,528347,2,0x01,0x05,7,89,50,"LINESTRING (116.30065 39.9777, 116.30081 39.977, 116.30087 39.97692)"
139929,366831,528349,528348,3,0x01,0x05,7,64,50,"LINESTRING (116.30349 39.97222, 116.30303 39.97267)"
139930,366832,528350,528337,2,0x03,0x0a,11,106,60,"LINESTRING (116.30671 39.9695, 116.30671 39.96948, 116.3068 39.96896, 116.30684 39.96855)"
139931,366833,528351,528350,3,0x03,0x04,11,43,50,"LINESTRING (116.3072 39.96958, 116.30705 39.96955, 116.30687 39.96953, 116.30671 39.9695)"
139933,366835,528355,528354,3,0x03,0x04,11,9,50,"LINESTRING (116.30146 39.97453, 116.30145 39.97458, 116.30144 39.97461)"
139938,366840,528359,528361,2,0x03,0x04,11,9,60,"LINESTRING (116.301 39.97452, 116.30101 39.97448, 116.30102 39.97444)"
139948,366846,528371,528350,2,0x03,0x0a,11,42,60,"LINESTRING (116.30651 39.96984, 116.30661 39.96972, 116.30668 39.96959, 116.30671 39.9695)"
139949,366847,528351,528372,3,0x03,0x0a,11,26,50,"LINESTRING (116.3072 39.96958, 116.30717 39.9697, 116.30713 39.96981)"
139950,366848,528375,528343,2,0x01,0x02,11,110,60,"LINESTRING (116.30041 39.98189, 116.30042 39.98178, 116.30049 39.9809)"
139974,366865,528407,534124,2,0x01,0x02,15,73,80,"LINESTRING (116.31005 39.93715, 116.31005 39.93649)"
139975,366866,528408,534222,2,0x03,0x01,7,134,40,"LINESTRING (116.31273 39.94148, 116.31251 39.94169, 116.31235 39.94184, 116.31196 39.94226, 116.31179 39.94238, 116.31173 39.9424)"
139976,366868,534248,534246,2,0x03,0x0a,7,81,40,"LINESTRING (116.30865 39.94306, 116.30842 39.94315, 116.30779 39.94337)"
139979,366872,528416,528415,3,0x03,0x02,15,90,60,"LINESTRING (116.29229 39.92415, 116.29124 39.92417)"
139980,366873,528414,528415,2,0x03,0x01,7,28,40,"LINESTRING (116.2915 39.92432, 116.29124 39.92417)"
139987,366879,528419,528430,2,0x03,0x04,11,12,60,"LINESTRING (116.35458 39.95809, 116.35465 39.958)"
139988,366880,528432,528431,3,0x03,0x04,11,9,60,"LINESTRING (116.35524 39.95796, 116.35524 39.95804)"
140008,366894,528448,528449,1,0x03,0x04,11,14,15,"LINESTRING (116.34187 39.92326, 116.34187 39.92313)"
140009,-366894,528449,528448,1,0x03,0x04,11,14,15,"LINESTRING (116.34187 39.92313, 116.34187 39.92326)"
140011,366896,528286,528287,2,0x03,0x12,7,160,40,"LINESTRING (116.32199 39.96539, 116.32205 39.96556, 116.32191 39.96594, 116.32175 39.96639, 116.32169 39.96659, 116.32167 39.96667, 116.32171 39.96678)"
140069,366939,527519,527517,2,0x03,0x0a,15,128,60,"LINESTRING (116.32558 39.939, 116.32522 39.93903, 116.32517 39.93903, 116.32434 39.93909, 116.32409 39.93911)"
140091,366954,532409,527569,3,0x03,0x0a,11,67,60,"LINESTRING (116.35584 39.95018, 116.35601 39.94959)"
140660,367371,533865,533866,2,0x01,0x02,11,80,80,"LINESTRING (116.31026 39.93754, 116.31026 39.93763, 116.31027 39.93826)"
140661,367375,533866,533867,2,0x01,0x02,11,107,80,"LINESTRING (116.31027 39.93826, 116.31028 39.93922)"
140662,367379,533866,532306,3,0x01,0x05,7,69,50,"LINESTRING (116.31027 39.93826, 116.31047 39.93886)"
140663,367381,529130,533868,3,0x03,0x0a,11,85,60,"LINESTRING (116.33354 39.9858, 116.33453 39.98586)"
140664,367385,532325,533869,3,0x01,0x02,11,108,80,"LINESTRING (116.31001 39.93922, 116.31003 39.93825)"
140685,367436,526613,533878,3,0x01,0x02,15,60,80,"LINESTRING (116.33681 39.98612, 116.33751 39.98617)"
140686,367441,526601,533879,3,0x01,0x02,15,61,80,"LINESTRING (116.33749 39.98635, 116.33678 39.98632)"
140687,367443,526562,533882,3,0x01,0x02,15,113,80,"LINESTRING (116.31102 39.98523, 116.31235 39.98527)"
140688,367446,534114,533883,2,0x01,0x02,11,108,80,"LINESTRING (116.30971 39.95087, 116.30962 39.95184)"
140689,367451,534124,533884,2,0x01,0x02,11,124,80,"LINESTRING (116.31005 39.93649, 116.31006 39.93603, 116.31007 39.93537)"
140690,367461,527605,533886,3,0x01,0x02,11,120,70,"LINESTRING (116.35386 39.97931, 116.35391 39.97823)"
140691,367465,527587,533887,3,0x01,0x0c,11,124,70,"LINESTRING (116.35352 39.96097, 116.35354 39.9606, 116.35357 39.96042, 116.35361 39.96021, 116.35366 39.96004, 116.35369 39.95995, 116.35374 39.95987)"
140848,367768,527568,533888,2,0x01,0x02,11,87,70,"LINESTRING (116.35633 39.94935, 116.3563 39.94952, 116.35629 39.94958, 116.35616 39.95012)"
140849,367769,534129,533889,2,0x01,0x02,11,120,80,"LINESTRING (116.35562 39.93551, 116.35567 39.93443)"
140850,367773,533889,534136,2,0x01,0x02,11,566,80,"LINESTRING (116.35567 39.93443, 116.35576 39.93278, 116.35577 39.93264, 116.35577 39.93253, 116.35578 39.93247, 116.35578 39.93238, 116.35579 39.93233, 116.35579 39.93222, 116.35579 39.93216, 116.35594 39.92933)"
140851,367777,534133,533890,2,0x01,0x02,11,110,80,"LINESTRING (116.35629 39.92101, 116.35632 39.92002)"
140856,367792,533893,534115,3,0x01,0x02,15,76,80,"LINESTRING (116.31392 39.96427, 116.31473 39.96456)"
140857,367795,534151,533893,3,0x01,0x02,15,60,80,"LINESTRING (116.31329 39.96403, 116.31392 39.96427)"
140861,367808,533897,527608,3,0x01,0x02,11,57,70,"LINESTRING (116.35379 39.98052, 116.35382 39.98001)"
140862,367813,527607,533898,2,0x01,0x02,11,58,70,"LINESTRING (116.35402 39.97949, 116.354 39.98001)"
140863,367816,533898,535250,2,0x01,0x02,11,58,70,"LINESTRING (116.354 39.98001, 116.35397 39.98053)"
140869,367826,526596,533903,2,0x01,0x05,7,138,60,"LINESTRING (116.32064 39.98533, 116.3213 39.98543, 116.32144 39.98544, 116.32225 39.98545)"
140870,367830,533903,536924,2,0x01,0x05,7,194,60,"LINESTRING (116.32225 39.98545, 116.32254 39.98546, 116.32283 39.98548, 116.32391 39.98554, 116.32433 39.9856, 116.3245 39.98566)"
140871,367833,526596,533904,2,0x03,0x0a,11,136,60,"LINESTRING (116.32064 39.98533, 116.32223 39.98536)"
140872,367837,533904,525824,2,0x03,0x0a,11,48,60,"LINESTRING (116.32223 39.98536, 116.32279 39.98538)"
140873,367840,529194,533905,2,0x03,0x02,11,135,60,"LINESTRING (116.31717 39.92388, 116.31559 39.92393)"
140874,367842,534154,533906,3,0x03,0x0a,11,24,50,"LINESTRING (116.32543 39.96699, 116.32571 39.967)"
140875,367845,20000779379,528263,2,0x03,0x0a,11,140,50,"LINESTRING (116.375 39.94897, 116.37457 39.94896, 116.37336 39.94889)"
140876,367848,534283,533912,3,0x03,0x02,11,118,60,"LINESTRING (116.30407 39.9239, 116.30545 39.92391)"
140877,367850,529215,533914,2,0x03,0x0a,11,14,50,"LINESTRING (116.36271 39.96796, 116.36255 39.96796)"
140878,367853,535334,533916,3,0x01,0x03,11,106,50,"LINESTRING (116.3089 39.95841, 116.30891 39.95863, 116.30891 39.95878, 116.30884 39.95936)"
142264,368999,536937,533897,3,0x01,0x02,11,188,70,"LINESTRING (116.35369 39.98221, 116.35373 39.98157, 116.35377 39.98099, 116.35379 39.98052)"
142268,369010,534644,534643,3,0x03,0x0b,7,195,30,"LINESTRING (116.29501 39.9594, 116.29501 39.95949, 116.29502 39.95953, 116.29503 39.95957, 116.29505 39.9596, 116.29507 39.95963, 116.2951 39.95966, 116.29515 39.9597, 116.2952 39.95972, 116.29527 39.95973, 116.29533 39.95973, 116.29539 39.95973, 116.29546 39.95972, 116.29551 39.95971, 116.29555 39.9597, 116.29559 39.95968, 116.29564 39.95965, 116.29567 39.95963, 116.29572 39.95957, 116.29607 39.95899, 116.29614 39.95888, 116.29623 39.95874)"
142272,369022,534647,534635,3,0x03,0x01,11,100,80,"LINESTRING (116.295 39.95919, 116.29489 39.95934, 116.29467 39.95967, 116.29445 39.95999)"
142273,369025,534644,534647,1,0x03,0x01,7,23,30,"LINESTRING (116.29501 39.9594, 116.295 39.95919)"
142274,-369025,534647,534644,1,0x03,0x01,7,23,30,"LINESTRING (116.295 39.95919, 116.29501 39.9594)"
142276,369032,534649,534648,2,0x03,0x0b,7,167,40,"LINESTRING (116.29631 39.9586, 116.29637 39.95845, 116.29639 39.95837, 116.29654 39.95799, 116.29657 39.9579, 116.29658 39.95781, 116.29658 39.95778, 116.29658 39.95775, 116.29656 39.9577, 116.29654 39.95765, 116.29649 39.95759, 116.29647 39.95756, 116.29645 39.95754, 116.29641 39.95751, 116.29638 39.9575, 116.29633 39.95748, 116.29624 39.95748, 116.29612 39.9575, 116.29597 39.95753)"
142277,369035,534648,534650,2,0x03,0x01,7,16,40,"LINESTRING (116.29597 39.95753, 116.2958 39.95759)"
142633,369268,533314,533313,3,0x03,0x02,15,175,60,"LINESTRING (116.34938 39.92336, 116.35143 39.92343)"
142634,369271,532905,533314,3,0x03,0x02,15,241,60,"LINESTRING (116.34656 39.92326, 116.34938 39.92336)"
142635,369273,533312,535329,3,0x03,0x02,15,239,60,"LINESTRING (116.34937 39.92348, 116.34657 39.92341)"
142636,369274,532924,533312,3,0x03,0x02,15,158,60,"LINESTRING (116.35122 39.92356, 116.34937 39.92348)"
142661,369306,533334,533333,3,0x03,0x0a,11,11,60,"LINESTRING (116.33449 39.92319, 116.33448 39.92316, 116.33447 39.92314, 116.33443 39.9231)"
143013,369727,534511,530044,3,0x01,0x02,15,607,80,"LINESTRING (116.27542 39.9581, 116.27546 39.95774, 116.27551 39.95739, 116.27573 39.9555, 116.27573 39.95524, 116.27573 39.95481, 116.2757 39.95442, 116.27567 39.95419, 116.27565 39.95405, 116.27546 39.95281, 116.27544 39.95265)"
143014,369730,526588,534511,3,0x01,0x02,15,29,80,"LINESTRING (116.27539 39.95836, 116.27542 39.9581)"
143015,369736,525897,534523,3,0x01,0x02,15,108,80,"LINESTRING (116.35862 39.98712, 116.35735 39.98708)"
143016,369738,534525,526769,3,0x01,0x05,7,77,50,"LINESTRING (116.35904 39.96788, 116.35857 39.96787, 116.35828 39.96788, 116.35814 39.96791)"
143017,369741,529213,534525,3,0x01,0x05,7,103,50,"LINESTRING (116.36024 39.96783, 116.36012 39.96787, 116.35904 39.96788)"
143018,369745,525824,526567,2,0x03,0x0a,11,164,60,"LINESTRING (116.32279 39.98538, 116.32409 39.98544, 116.32471 39.98546)"
143022,369757,536890,534535,3,0x03,0x02,11,28,60,"LINESTRING (116.32924 39.92335, 116.32891 39.92337)"
143023,369759,527461,534537,2,0x03,0x02,11,28,60,"LINESTRING (116.32891 39.92324, 116.32924 39.92323)"
143024,369761,534537,527466,2,0x03,0x02,11,185,60,"LINESTRING (116.32924 39.92323, 116.3314 39.92312)"
143025,369764,525889,534544,3,0x01,0x02,15,29,80,"LINESTRING (116.27569 39.95812, 116.27566 39.95838)"
143026,369767,534547,534545,3,0x01,0x02,11,97,70,"LINESTRING (116.34391 39.93858, 116.34278 39.93852)"
143027,369768,531605,534547,3,0x01,0x02,11,41,70,"LINESTRING (116.34439 39.93862, 116.34391 39.93858)"
143028,369770,534145,534548,2,0x01,0x02,11,110,80,"LINESTRING (116.31024 39.93615, 116.31025 39.93687, 116.31025 39.93714)"
143029,369772,534548,533865,2,0x01,0x02,11,44,80,"LINESTRING (116.31025 39.93714, 116.31026 39.93754)"
143030,369774,534549,528407,3,0x01,0x02,11,43,80,"LINESTRING (116.31004 39.93754, 116.31004 39.93748, 116.31005 39.93715)"
143031,369776,533869,534549,3,0x01,0x02,11,79,80,"LINESTRING (116.31003 39.93825, 116.31004 39.93754)"
143032,369778,528334,534550,2,0x01,0x02,11,106,60,"LINESTRING (116.296 39.9936, 116.29583 39.99383, 116.2957 39.99409, 116.29567 39.99417, 116.2956 39.99449)"
143034,369781,527544,534552,2,0x03,0x0a,11,89,60,"LINESTRING (116.34818 39.93971, 116.34798 39.93965, 116.34766 39.93956, 116.34722 39.9394)"
143035,369785,526600,534553,3,0x03,0x0a,11,113,60,"LINESTRING (116.33812 39.98655, 116.3368 39.98647)"
143037,369791,534556,525863,3,0x03,0x0a,11,108,60,"LINESTRING (116.35192 39.98658, 116.35276 39.98659, 116.35294 39.9866, 116.35318 39.98661)"
143038,369793,531724,534556,3,0x03,0x0a,11,106,60,"LINESTRING (116.35068 39.98654, 116.35192 39.98658)"
143039,369797,534557,525853,2,0x03,0x0b,11,74,60,"LINESTRING (116.35486 39.98727, 116.35432 39.98726, 116.35399 39.98725)"
143040,369798,525882,534558,2,0x03,0x0a,15,101,60,"LINESTRING (116.35603 39.9872, 116.35485 39.98715)"
143042,369807,534160,534560,2,0x03,0x0a,11,59,50,"LINESTRING (116.37305 39.96772, 116.37374 39.96775)"
143043,369808,531112,534561,2,0x03,0x0a,11,36,50,"LINESTRING (116.36147 39.9675, 116.36189 39.96751)"
143044,369811,534561,534119,2,0x03,0x0a,11,221,50,"LINESTRING (116.36189 39.96751, 116.36448 39.96754)"
143045,369813,527575,534562,2,0x03,0x0a,11,13,60,"LINESTRING (116.35542 39.95396, 116.35542 39.95408)"
143046,369814,527641,534563,3,0x01,0x02,15,96,80,"LINESTRING (116.30946 39.98536, 116.30833 39.98532)"
